Name,District_x,Population,Latitude,Longitude,Status,District_y,PopulationCensus1980-01-01,PopulationCensus1990-01-01,PopulationCensus2001-02-01,PopulationCensus2011-10-01,PopulationEstimate2019-01-01
Encs,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 6,886",N 48° 20' 0'',E 21° 8' 0'',Town,Encs,"5,293","6,107","6,488","6,344","6,198"
Erdőbénye,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 16' 0'',E 21° 22' 0'',Village,Tokaj,"1,928","1,588","1,352","1,103","1,000"
Erdőhorváti,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 19' 0'',E 21° 26' 0'',Village,Sárospatak,861,778,657,612,597
Fáj,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 25' 0'',E 21° 5' 0'',Village,Encs,312,218,289,367,462
Fancsal,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 0'',E 21° 4' 0'',Village,Encs,446,370,349,303,304
Farkaslyuk,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,922",N 48° 11' 0'',E 20° 19' 0'',Village,Ózd,"2,094","2,031","2,035","1,935","1,757"
Felsőberecki,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 22' 0'',E 21° 42' 0'',Village,Sátoraljaújhely,341,303,326,264,264
Felsődobsza,"Hungary, Borsod-Abaúj-ZemplénGönci Járás",populated place,N 48° 15' 23'',E 21° 4' 30'',Village,Gönc,"1,118",925,939,895,895
Felsőgagy,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 21° 1' 0'',Village,Encs,234,182,161,195,202
Felsőkelecsény,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 22' 0'',E 20° 36' 0'',Village,Putnok,522,435,403,367,319
Felsőnyárád,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 20° 36' 0'',Village,Putnok,"1,201","1,120","1,057",993,935
Felsőregmec,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 29' 29'',E 21° 36' 20'',Village,Sátoraljaújhely,196,164,204,324,303
Felsőtelekes,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 0'',E 20° 38' 0'',Village,Kazincbarcika,867,844,820,709,628
Felsővadász,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 22' 0'',E 20° 56' 0'',Village,Szikszó,671,546,530,522,523
Felsőzsolca,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 7,040",N 48° 6' 0'',E 20° 52' 0'',Town,Miskolc,"6,125","6,939","7,027","6,613","6,373"
Filkeháza,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 29' 45'',E 21° 29' 18'',Village,Sátoraljaújhely,119,121,120,110,95
Fony,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 0'',E 21° 18' 0'',Village,Gönc,487,368,415,310,293
Forró,"Hungary, Pest",area,N 47° 29' 0'',E 19° 27' 0'',Village,Encs,"2,056","2,195","2,355","2,485","2,567"
Fulókércs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 21° 7' 0'',Village,Encs,393,366,380,380,392
Füzér,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 33' 0'',E 21° 28' 0'',Village,Sátoraljaújhely,824,618,579,378,389
Füzérkajata,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 31' 0'',E 21° 30' 0'',Village,Sátoraljaújhely,284,207,165,111,98
Füzérkomlós,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 30' 44'',E 21° 27' 10'',Village,Sátoraljaújhely,359,402,395,321,231
Füzérradvány,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 29' 0'',E 21° 32' 0'',Village,Sátoraljaújhely,618,429,386,328,260
Gadna,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 0'',E 20° 56' 0'',Village,Szikszó,275,244,243,260,287
Gagyapáti,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 32'',E 21° 0' 6'',Village,Encs,33,19,15,16,22
Gagybátor,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 20° 57' 0'',Village,Szikszó,325,295,283,194,204
Gagyvendégi,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 20° 59' 0'',Village,Szikszó,349,284,240,214,191
Galvács,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 25' 0'',E 20° 47' 0'',Village,Edelény,230,150,110,88,86
Garadna,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 25' 0'',E 21° 11' 0'',Village,Encs,633,454,489,398,337
Gelej,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 50' 0'',E 20° 47' 0'',Village,Mezőcsát,774,731,701,598,591
Gesztely,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 2,839",N 48° 6' 0'',E 20° 58' 0'',Village,Miskolc,"2,660","2,693","2,901","2,758","2,572"
Gibárt,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 6,886",N 48° 20' 0'',E 21° 8' 0'',Village,Gönc,466,429,382,358,309
Girincs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 58' 0'',E 20° 59' 0'',Village,Tiszaújváros,926,778,887,961,866
Golop,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 14' 0'',E 21° 12' 0'',Village,Szerencs,821,703,678,562,535
Gömörszőlős,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 23' 0'',E 20° 26' 0'',Village,Putnok,155,119,95,76,82
Gönc,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 2,217",N 48° 28' 0'',E 21° 17' 0'',Town,Gönc,"2,757","2,371","2,252","2,059","1,972"
Göncruszka,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 27' 0'',E 21° 15' 0'',Village,Gönc,931,726,713,656,668
Györgytarló,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 12' 0'',E 21° 40' 0'',Village,Sárospatak,681,539,605,556,512
Halmaj,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,869",N 48° 15' 0'',E 21° 0' 0'',Village,Szikszó,"1,674","1,703","1,892","1,811","1,789"
Hangács,"Hungary, Nógrád",area,N 47° 47' 0'',E 19° 32' 0'',Village,Edelény,824,722,698,575,557
Hangony,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 14' 0'',E 20° 12' 0'',Village,Ózd,"1,803","1,753","1,781","1,622","1,540"
Háromhuta,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 23' 0'',E 21° 26' 0'',Village,Sárospatak,390,221,165,115,100
Harsány,"Hungary, Borsod-Abaúj-ZemplénMiskolci Járás","populated placepopulation 2,059",N 47° 58' 0'',E 20° 45' 0'',Village,Miskolc,"1,896","1,948","2,063","2,100","1,996"
Hegymeg,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 20° 52' 0'',Village,Edelény,218,145,135,113,109
Hejce,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 21° 17' 0'',Village,Gönc,421,333,278,223,184
Hejőbába,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,949",N 47° 54' 0'',E 20° 57' 0'',Village,Tiszaújváros,"1,762","1,886","1,934","1,919","1,876"
Hejőkeresztúr,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 58' 0'',E 20° 53' 0'',Village,Tiszaújváros,992,"1,010","1,122","1,028","1,037"
Hejőkürt,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 52' 0'',E 21° 0' 0'',Village,Tiszaújváros,372,326,321,301,270
Hejőpapi,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 54' 0'',E 20° 55' 0'',Village,Mezőcsát,"1,307","1,154","1,237","1,157","1,077"
Hejőszalonta,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 56' 0'',E 20° 53' 0'',Village,Tiszaújváros,696,637,798,857,826
Hercegkút,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 21° 32' 0'',Village,Sárospatak,972,873,733,651,637
Hernádbűd,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 18' 0'',E 21° 8' 0'',Village,Gönc,252,188,167,133,118
Hernádcéce,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 0'',E 21° 12' 0'',Village,Gönc,328,240,243,209,204
Hernádkak,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 5' 21'',E 20° 57' 49'',Village,Miskolc,828,"1,080","1,431","1,723","1,581"
Hernádkércs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 14' 31'',E 21° 2' 59'',Village,Szikszó,441,340,347,297,294
Hernádnémeti,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 3,629",N 48° 4' 0'',E 20° 59' 0'',Large Village,Miskolc,"3,427","3,425","3,686","3,578","3,394"
Hernádpetri,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 29' 0'',E 21° 10' 0'',Village,Encs,321,243,277,229,218
Hernádszentandrás,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 25'',E 21° 5' 17'',Village,Encs,451,367,388,414,418
Hernádszurdok,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 28' 54'',E 21° 12' 25'',Village,Gönc,272,248,230,172,159
Hernádvécse,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 27' 0'',E 21° 10' 0'',Village,Encs,977,863,900,971,"1,105"
Hét,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 0'',E 20° 23' 0'',Village,Putnok,708,592,571,499,412
Hidasnémeti,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 30' 0'',E 21° 14' 0'',Village,Gönc,"1,149","1,146","1,208","1,141","1,066"
Hidvégardó,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 34' 0'',E 20° 51' 0'',Village,Edelény,869,689,694,550,532
Hollóháza,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 32' 21'',E 21° 24' 51'',Village,Sátoraljaújhely,"1,166","1,188","1,018",846,712
Homrogd,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 0'',E 20° 55' 0'',Village,Szikszó,"1,002",976,"1,002",931,860
Igrici,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 52' 0'',E 20° 53' 0'',Village,Mezőcsát,"1,352","1,196","1,260","1,246","1,131"
Imola,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 25' 12'',E 20° 33' 3'',Village,Putnok,174,130,127,83,89
Ináncs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 0'',E 21° 4' 0'',Village,Encs,"1,231","1,140","1,194","1,214","1,181"
Irota,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 0'',E 20° 53' 0'',Village,Edelény,238,179,117,68,71
Izsófalva,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,871",N 48° 18' 0'',E 20° 40' 0'',Large Village,Kazincbarcika,"2,449","1,889","1,899","1,782","1,713"
Jákfalva,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 20° 35' 0'',Village,Putnok,419,435,482,556,460
Járdánháza,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,938",N 48° 9' 0'',E 20° 15' 0'',Village,Ózd,"2,009","1,825","1,935","1,798","1,765"
Jósvafő,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 29' 0'',E 20° 34' 0'',Village,Putnok,462,358,338,243,212
Kács,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 57' 26'',E 20° 36' 52'',Village,Mezőkövesd,847,715,644,470,430
Kánó,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 25' 39'',E 20° 35' 57'',Village,Putnok,283,246,207,174,150
Kány,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 31' 0'',E 21° 1' 0'',Village,Encs,190,117,86,48,32
Karcsa,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,984",N 48° 18' 40'',E 21° 48' 19'',Village,Cigánd,"2,121","2,031","1,980","1,824","1,795"
Karos,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 21° 45' 0'',Village,Cigánd,627,486,477,494,470
Kazincbarcika,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 32,396",N 48° 15' 0'',E 20° 38' 0'',Town,Kazincbarcika,"35,552","35,692","32,356","29,010","25,981"
Kázsmárk,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 0'',E 20° 59' 0'',Village,Szikszó,956,891,"1,002",966,956
Kéked,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 33' 0'',E 21° 21' 0'',Village,Gönc,346,275,244,189,133
Kelemér,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 0'',E 20° 26' 0'',Village,Putnok,600,525,543,530,470
Kenézlő,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 12' 0'',E 21° 32' 0'',Village,Sárospatak,"1,691","1,446","1,395","1,234","1,065"
Keresztéte,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 30' 0'',E 20° 57' 0'',Village,Encs,79,47,28,44,25
Kesznyéten,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 58' 0'',E 21° 3' 0'',Village,Tiszaújváros,"1,787","1,713","1,854","1,863","1,737"
Királd,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 15' 0'',E 20° 24' 0'',Village,Putnok,"1,254",992,945,872,741
Kiscsécs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 58' 0'',E 21° 1' 0'',Village,Tiszaújváros,179,138,210,195,189
Kisgyőr,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 1' 0'',E 20° 42' 0'',Village,Miskolc,"1,632","1,572","1,609","1,642","1,605"
Kishuta,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 27' 0'',E 21° 29' 0'',Village,Sátoraljaújhely,513,413,351,273,268
Kiskinizs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 15' 3'',E 21° 2' 4'',Village,Szikszó,411,366,354,338,311
Kisrozvágy,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 59'',E 21° 56' 17'',Village,Cigánd,341,244,212,158,168
Kissikátor,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 11' 41'',E 20° 7' 47'',Village,Ózd,436,386,368,307,279
Kistokaj,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 2' 25'',E 20° 50' 21'',Village,Miskolc,"1,245","1,489","1,868","2,078","2,134"
Komjáti,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 33' 0'',E 20° 46' 0'',Village,Edelény,439,385,345,235,173
Komlóska,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 21° 28' 0'',Village,Sárospatak,527,426,330,236,216
Kondó,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 11' 16'',E 20° 38' 38'',Village,Miskolc,701,623,645,611,592
Korlát,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 23' 0'',E 21° 15' 0'',Village,Gönc,356,336,324,300,282
Köröm,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 59' 0'',E 20° 57' 0'',Village,Miskolc,"1,008","1,021","1,245","1,357","1,352"
Kovácsvágás,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 27' 0'',E 21° 32' 0'',Village,Sátoraljaújhely,765,576,626,657,627
Krasznokvajda,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 28' 0'',E 20° 59' 0'',Village,Encs,529,459,509,447,465
Kupa,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 0'',E 20° 55' 0'',Village,Szikszó,252,196,183,157,166
Kurityán,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 19' 0'',E 20° 38' 0'',Village,Kazincbarcika,"1,839","1,816","1,844","1,677","1,522"
Lácacséke,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 22' 0'',E 22° 0' 0'',Village,Cigánd,763,539,431,329,285
Ládbesenyő,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 11,037",N 48° 18' 0'',E 20° 44' 0'',Village,Edelény,390,350,338,280,285
Lak,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 0'',E 20° 52' 0'',Village,Edelény,628,561,607,641,673
Legyesbénye,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 10' 0'',E 21° 9' 0'',Village,Szerencs,"1,698","1,647","1,646","1,548","1,379"
Léh,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 17' 26'',E 20° 58' 50'',Village,Szikszó,516,475,511,409,399
Lénárddaróc,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 9' 0'',E 20° 23' 0'',Village,Ózd,481,455,400,277,241
Litka,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 27' 0'',E 21° 4' 0'',Village,Encs,135,80,73,31,28
Mád,"Hungary,","independent political entitypopulation 9,768,785",N 47° 0' 0'',E 20° 0' 0'',Village,Szerencs,"3,197","2,816","2,627","2,246","2,112"
Makkoshotyka,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 25'',E 21° 30' 59'',Village,Sárospatak,"1,052",964,989,872,810
Mályi,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 4,128",N 48° 1' 0'',E 20° 50' 0'',Village,Miskolc,"2,500","3,353","4,152","4,124","3,946"
Mályinka,"Hungary, Borsod-Abaúj-Zemplén",populated placepopulation 502,N 48° 9' 17'',E 20° 29' 44'',Village,Kazincbarcika,762,693,574,467,408
Martonyi,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 28' 0'',E 20° 46' 0'',Village,Edelény,596,476,533,441,366
Megyaszó,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 3,072",N 48° 11' 0'',E 21° 3' 0'',Village,Szerencs,"3,048","2,715","3,029","2,728","2,614"
Méra,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 21' 0'',E 21° 9' 0'',Village,Encs,"1,632","1,592","1,760","1,740","1,635"
Meszes,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 20° 48' 0'',Village,Edelény,343,268,221,188,164
Mezőcsát,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 6,519",N 47° 49' 0'',E 20° 55' 0'',Town,Mezőcsát,"6,835","6,694","6,537","5,980","5,656"
Mezőkeresztes,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 4,116",N 47° 50' 0'',E 20° 42' 0'',Town,Mezőkövesd,"4,519","4,348","4,129","3,886","3,565"
Mezőkövesd,"Hungary, Borsod-Abaúj-Zemplén","seat of a second-order administrative divisionpopulation 17,701",N 47° 49' 0'',E 20° 35' 0'',Town,Mezőkövesd,"18,426","18,124","17,836","16,559","16,072"
Mezőnagymihály,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 49' 0'',E 20° 44' 0'',Village,Mezőkövesd,"1,425","1,211","1,191","1,046",982
Mezőnyárád,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 52' 0'',E 20° 41' 0'',Village,Mezőkövesd,"1,948","1,816","1,713","1,614","1,558"
Mezőzombor,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 2,549",N 48° 9' 0'',E 21° 16' 0'',Village,Szerencs,"2,526","2,526","2,545","2,372","2,369"
Mikóháza,"Hungary, Baranya",populated place,N 48° 27' 48'',E 21° 35' 36'',Village,Sátoraljaújhely,536,538,565,552,507
Miskolc,"Hungary, Borsod-Abaúj-Zemplén","seat of a first-order administrative divisionpopulation 154,521",N 48° 6' 11'',E 20° 46' 41'',Town with County Rights,Miskolc,"208,103","196,442","184,125","167,754","154,521"
Mogyoróska,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 23' 0'',E 21° 20' 0'',Village,Gönc,135,94,75,80,72
Monaj,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 18' 0'',E 20° 57' 0'',Village,Szikszó,300,232,295,228,255
Monok,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,786",N 48° 12' 39'',E 21° 9' 1'',Village,Szerencs,"2,215","1,863","1,809","1,734","1,495"
Múcsony,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 3,486",N 48° 16' 0'',E 20° 41' 0'',Large Village,Kazincbarcika,"3,455","3,393","3,495","3,109","2,888"
Muhi,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 59' 0'',E 20° 56' 0'',Village,Tiszaújváros,498,542,540,500,459
Nagybarca,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 15' 0'',E 20° 32' 0'',Village,Kazincbarcika,"1,140","1,099","1,066",992,962
Nagycsécs,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 58' 0'',E 20° 57' 0'',Village,Tiszaújváros,863,879,897,804,748
Nagyhuta,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 26' 0'',E 21° 30' 0'',Village,Sátoraljaújhely,195,128,86,63,53
Nagykinizs,"Hungary, Borsod-Abaúj-ZemplénSzikszói Járás",populated place,N 48° 14' 0'',E 21° 2' 0'',Village,Szikszó,437,390,350,319,306
Nagyrozvágy,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 20' 30'',E 21° 55' 14'',Village,Cigánd,978,856,738,637,615
Négyes,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 42' 0'',E 20° 43' 0'',Village,Mezőkövesd,474,378,331,251,247
Nekézseny,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 10' 0'',E 20° 26' 0'',Village,Ózd,"1,070",951,919,769,659
Nemesbikk,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 47° 53' 0'',E 20° 58' 0'',Village,Tiszaújváros,916,896,"1,035",989,914
Novajidrány,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 24' 0'',E 21° 11' 0'',Village,Encs,"1,456","1,419","1,453","1,404","1,338"
Nyékládháza,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 4,939",N 47° 59' 0'',E 20° 50' 0'',Town,Miskolc,"4,190","4,432","4,906","5,023","4,861"
Nyésta,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 22' 0'',E 20° 57' 0'',Village,Szikszó,101,77,70,49,28
Nyíri,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 30' 0'',E 21° 27' 0'',Village,Sátoraljaújhely,604,477,451,404,336
Nyomár,"Hungary, Borsod-Abaúj-Zemplén",populated place,N 48° 16' 31'',E 20° 49' 12'',Village,Edelény,365,334,334,326,260
Olaszliszka,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 1,799",N 48° 15' 0'',E 21° 26' 0'',Village,Sárospatak,"2,148","1,928","1,816","1,717","1,706"
Onga,"Hungary, Borsod-Abaúj-Zemplén","populated placepopulation 4,697",N 48° 7' 0'',E 20° 55' 0'',Town,Miskolc,"3,616","4,042","4,761","4,858","4,787"
